Phenotype,Network_score
"Unspecified dislocation of unspecified sternoclavicular joint, subsequent encounter",7.034385938349435
Laceration of deep volar arch of left radial artery,7.0296965945988905
"laceration of extensor muscle, fascia, and tendon of thumb at wrist and hand level",7.025899455801936
dactylitis of index finger of right hand,7.01679076993814
Supernumerary deciduous maxillary right second molar tooth,7.014207566062521
"rupture; ear drum, traumatic, current episode",7.010130423350232
Synovial cyst of lumbar spine,7.004311463451651
"psychotic; disorder, cocaine (intoxication)",6.999680734585381
Partial thickness burn of left foot,6.993737216552075
Ischemic foot ulcer due to atherosclerosis of artery of lower limb,6.993579296079126
Erectile dysfunction,6.993423926626
Allergy to silicone,6.967431419361887
"umbilical cord; abnormal, affecting fetus",6.965264875365042
Spondyloepiphyseal Dysplasia With Punctate Corneal Dystrophy,6.958770503499124
Cellulitis of left lower eyelid,6.952419916553053
Brachial artery occlusion,6.949308730293506
Allergy to ketamine,6.943489820503608
Crushed by rolling stock - pedal cyclist,6.941406989237995
"Strain of intrinsic muscle, fascia and tendon of left thumb at wrist and hand level",6.93996507435682
tuberculosis; caries (manifestation),6.9353262373783275
monoplegia of unknown etiology of right lower limb affecting nondominant side,6.9290359153054135
"Other secondary chronic gout, unspecified shoulder, with tophus (tophi)",6.920119663832682
"Nondisplaced fracture of first metatarsal bone, unspecified foot",6.916803591063845
"osteomyelitis of ulna, radius, or wrist due to Haemophilus influenzae",6.9112584490652775
Hematologic+Nuclear elements.microscopic observation &#x7C; Tissue and Smears &#x7C; Pathology,6.892265557048109
"External constriction, right thigh",6.890510481816859
"Motor vehicle traffic accident involving collision with other vehicle NOS, other specified person injured",6.890412863234433
"Car passenger injured in collision with pedal cycle in nontraffic accident, initial encounter",6.890226326034765
Human papillomavirus negative squamous cell carcinoma,6.887868882169108
Pediatric follicular lymphoma,6.884250787993508
Malignant neoplasm of axillary tail of left male breast,6.883286263258209
Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment,6.880391836590685
Late syphilis of mucous membrane,6.880000046792463
Nerve entrapment due to scar,6.877141064418745
Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus,6.86176639040174
"intrauterine; hemorrhage, complicating delivery",6.86147498876605
giant cell carcinoma of prostate gland,6.860893819559065
unable to stop drinking,6.859168440471135
parental concerns child does not point to indicate interest,6.85900250875968
Other specified disorders of lens,6.856636421457432
"Dislocation of metacarpophalangeal joint of right ring finger, sequela",6.854207092078126
Alpers Syndrome (disorder),6.837752285000002
"Contact with hot household appliance, undetermined intent, subsequent encounter",6.834677757293884
"Unspecified fracture of unspecified toe(s), sequela",6.828631222384375
"Crushing injury of left little finger, subsequent encounter",6.800984281330781
"Profound mental retardation with the statement of no, or minimal, impairment of behavior",6.785654833043113
"placenta; hemorrhage, abruptio placentae",6.784865236676009
ENCEPHALOPATHY AND MISCELLANEOUS CNS DISORDERS,6.776434918094923
Phagocyte Bactericidal Dysfunction,6.752294734811094
Accidental magnetic resonance imaging contrast media overdose,6.747889133103392
Acarina bite,6.743486141834233
Congenital varicella infection,6.7377038095693536
"Driver of three-wheeled motor vehicle injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",6.733211296097784
Pseudohypoparathyroidism,6.73274790622921
Mouse Olfactory Neuroblastoma,6.730795592454169
difficulty opening one eye,6.726362288917561
Chondromatosis,6.724212976073958
Penetrating abdominal trauma,6.712456773727078
"c.delivery; retroversion, uterus or cervix",6.707175973937545
Peritoneal mouse,6.704469102537013
"Pathological dislocation of right elbow, not elsewhere classified",6.7021816570034405
contusion with intact skin of left second toenail,6.697297110167595
DE 057,6.692052085352392
Adverse reaction to anthrax vaccine,6.691027924447938
rupture of flexor digitorum profundus tendon to index finger of left hand,6.68465835414742
"anaplastic large cell lymphoma, null cell type of kidney",6.677091912226141
regressing malignant melanoma of penis,6.677091912226141
"Pathological dislocation of unspecified hip, not elsewhere classified",6.674800630394274
"Obstructed labor due to face presentation, fetus 3",6.674647071232332
Puncture site pruritus,6.669763263217385
"Accident to powered aircraft while taking off, NOS, other person injured",6.665253606449962
"x-rays; adverse effect, dermatitis or eczema",6.662212229659652
Inflammatory polyarthritis,6.6547838243569215
neoplasm of autonomic obturator nerve,6.654588788263282
[X] Somatoform autonomic dysfunction (& named variants),6.6498426318111825
allergy testing thyme erythema,6.640576194993176
penile lesion mid-shaft on right side,6.639385634171811
"Fracture of base of skull, right side, initial encounter for open fracture",6.622813578445437
Unspecified fracture of surgical neck of humerus,6.618776291313544
Venous (large vessel)/lymphatic (small vessel) invasion by tumor absent,6.608426696273354
Stuporous depression,6.604339681804866
"hemorrhage; complication prosthesis, bladder",6.601246649605865
Burn of anus,6.597036585246194
"Anoxia, in liveborn infant",6.582656949924034
Osteochondritis: [of knee] or [NOS],6.575594332316467
postprocedural chemical pneumonitis,6.57367007924812
Fungus.microscopic observation &#x7C; XXX &#x7C; Pathology,6.572335351028364
lobeline poisoning with undetermined intent,6.570248363470566
"Brawny scleritis, left eye",6.551461161435977
Wilson-Mikity syndrome,6.548431301784445
Accidental bumetanide overdose,6.535260735330652
Moderate epithelial dysplasia,6.526631378696279
phlebitis of right tibial vein,6.513063151842391
Abnormal uterine bleeding due to endometrial disorder,6.510400811761013
Appendix Lipoma,6.509651164338774
Congenital viral hepatitis B infection,6.507210428730499
"Unspecified injury of unspecified muscle, fascia and tendon at wrist and hand level, left hand",6.507210428730499
Hereditary Opalescent Dentin (disorder),6.504408804356239
Mouse Melanotic Psammomatous,6.502751435226734
hairy cell leukemia not having achieved remission,6.502281830325224
pseudosarcomatous carcinoma of floor of mouth,6.501489353454577
Injury of left femoral vein,6.500542403577568
"galactocele as postpartum condition, delivered during current episode",6.494215456422208
"Displaced intraarticular fracture of right calcaneus, subsequent encounter for fracture with nonunion",6.492649891011239
Kinking of ureter without obstruction,6.490052245593702
Deaf Mutism,6.48665312938417
arthrogryposis-ectodermal dysplasia-cleft lip/palate-developmental delay syndrome,6.4852451268361495
stomach; atonic,6.4833806927097575
"Parasitic cyst of iris, ciliary body or anterior chamber, right eye",6.483284854729017
Genetic disorder of nail,6.482338252410351
cervical neuritis at C1-C2,6.482316166614433
comedomastitis of right breast,6.474703135947633
"Nondisplaced fracture of lateral condyle of right humerus, initial encounter for open fracture",6.473636305249458
Trauma of beak,6.473553752649656
"retina; disorder, Batten(-Mayou) (manifestation)",6.472850874892723
giant cell sarcoma of jaw,6.467844649072533
"Osteodysplasty, Precocious, Of Danks, Mayne, And Kozlowski",6.466008836219227
Compression of visual cortex,6.4459341002836466
"Puncture wound with foreign body, right hip, initial encounter",6.444217911522875
Puncture wound with foreign body of unspecified lesser toe(s) without damage to nail,6.4430529128238
"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 1",6.43236896034143
"Dislocation of metacarpophalangeal joint of unspecified finger, sequela",6.430053413000807
Protein level - finding,6.422103876073825
"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",6.417589918755585
postprocedural cardiac functional disturbances,6.414787469911756
Moderate oligospermia,6.409545816592488
"Partial traumatic metacarpophalangeal amputation of left index finger, initial encounter",6.393427331298481
Primary malignant neoplasm of ampulla of Vater,6.386418906587926
Cellulitis of left wrist,6.38638417576798
Neurovisceral Storage Disease with Curvilinear Bodies,6.383661431553934
Spirillosis,6.375033119892335
Gynatresia of vagina,6.374739609663735
Epithelial Recurrent Erosion Dystrophy,6.366091178328826
Drug: [hypersensitivity NOS] or [adverse reaction NOS] or [allergic reaction NOS] or [idiosyncrasy NOS],6.3652936317879245
"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",6.354150178744216
neoplasm of soft tissue of left antecubital space,6.353499770009123
"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites",6.351740296873966
(Congenital kyphosis) or (Patau's syndrome NOS),6.345052996798242
diabetes mellitus secondary chemical-induced with hyperosmolarity with coma,6.344304697854665
scarlet fever; rash,6.343531221586816
"carcinoma in situ of left lower eyelid, including canthus",6.336945724554417
Unspecified car occupant injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,6.334052408260462
Other specified hemiplegia and hemiparesis affecting unspecified side,6.3317068942353885
Embolus upper extremity,6.326803306813271
"Unspecified fracture of right calcaneus, sequela",6.3217002914411236
Methanol retinopathy,6.308125580665678
"lung transplant; complications, mechanical",6.285876283197481
blood-clot embolism following abortion,6.285243233562813
breech presentation of fetus with successful version with baby delivered,6.278817366577286
"Drug-induced chronic gout, right hip",6.2670035942007045
"renal; osteodystrophy, osteopathy (manifestation)",6.266098469463583
Stage IIIA Rectal Cancer AJCC v7,6.263358642345311
Yorifuji Okuno syndrome,6.260757203635413
"varices; labia, complicating pregnancy",6.259795438941665
"Nondisplaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with routine healing",6.256155463288691
Posterior reversible encephalopathy syndrome,6.250010963350396
"Sprain of unspecified ligament of unspecified ankle, subsequent encounter",6.249097614872802
Penile Angiosarcoma,6.241366238517737
"[X]Contact with blunt object, undetermined intent, occurrence at unspecified place",6.241172024905984
"Other specified injuries of left foot, initial encounter",6.239967753492989
Fishing hook in pharynx,6.239487789869376
pseudosarcomatous carcinoma of respiratory tract,6.237847525609944
cervicitis; complicating pregnancy,6.233380990100296
"Ring corneal ulcer, right eye",6.22862378801104
Allergy to desflurane,6.225358490028623
adenocarcinoma of trachea with mixed subtypes,6.222592195671793
"Obstructed labor due to shoulder presentation, fetus 5",6.216886738592724
"Displaced fracture of cuboid bone of right foot, subsequent encounter for fracture with routine healing",6.200493348260013
"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with routine healing",6.200470866139873
tooth; elongation,6.199587727196642
Dermatosis of perineum,6.197937250724314
"Unspecified injury of extensor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",6.194976066252946
"Other injury of extensor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",6.182570976463566
"Primary central nervous system lymphoma, lymph nodes of axilla and upper limb",6.176535818761426
"Car driver injured in collision with sport utility vehicle in nontraffic accident, initial encounter",6.1723871806054795
"Angiomatosis, Bacillary",6.170807695113906
"Periprosthetic fracture around internal prosthetic right ankle joint, sequela",6.162335731859016
fear of social problem,6.156923872937875
"Laceration of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, initial encounter",6.1481842053204625
Unspecified sprain of right foot,6.146252687805863
"Other injury of extensor muscle, fascia and tendon of other finger at wrist and hand level",6.142095832197605
"Chromosome 18, deletion 18q23",6.1418421822737965
"Split-Hand With Obstructive Uropathy, Spina Bifida, And Diaphragmatic Defects",6.127453507988368
injury to the female genital system due to rape,6.126739144380917
"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",6.123670772616226
Peripheral occlusive disease,6.122782906244655
Overdose of drug primarily affecting the respiratory system,6.119984646175877
Deleterious GNA11 Gene Mutation,6.117392550206848
"Chronic gout due to renal impairment, right knee",6.115626236805496
"Pancreatic Hypoplasia, Congenital, with Diabetes Mellitus and Congenital Heart Disease",6.109565199725863
"respiration; insufficient or poor, newborn",6.108059654199135
Polysaccharide iron complex adverse reaction,6.105373288768599
Determination of bacterial growth,6.1030762127781175
stiff; nape,6.101115726071947
Tinea manuum due to Trichophyton mentagrophytes variant erinacei,6.100093612773693
Allergy to bupivacaine,6.095200220087626
"Laceration without foreign body of unspecified toe(s) with damage to nail, initial encounter",6.08899216438847
Synovial fluid: no fibrin clot,6.086594285470215
Chemical burn of left lower leg,6.078680027655978
Graffiti remover causing toxic effect,6.077373867017186
Jejunum obstruction,6.077061575116137
Carbonic anhydrase IV gene mutation,6.077061575116137
X-linked mental retardation 8,6.075330410988827
"sinus venosus; persistent, with imperfect incorporation in right auricle",6.075238899551943
neoplasm of peripheral nerves of groin,6.073341803698995
B. pertussis serology positive,6.071901903486706
Visceral epilepsy,6.055684810764052
Infarction of optic radiation,6.049020698997262
AIDS-associated disorder,6.044084362272167
Acquired hydromeningocele,6.037644149260105
intraoperative hemorrhage of eye and adnexa,6.033097570080092
Mass of thyroid gland,6.029391411185251
"navel; inflammation, newborn",6.018675961202509
"Mature T/NK-cell lymphomas, unspecified, unspecified site",6.008300353982563
Pseudomonas oryzihabitans infection,6.007281059120808
"Achromatopsia incomplete, X-linked",6.006155002059714
Pedestrian in wheelchair (powered) injured in collision with pedal cycle in nontraffic accident,6.002401435765702
Stunned Myocardium,6.000404306968164
Iron and folic acid adverse reaction,5.993448898489747
"Ring staphyloma, unspecified eye",5.991715129676078
cortical vein thrombosis with cerebral infarction,5.977947956390472
neoplasm/cancer remission/regression,5.973812588599818
Oxazepam overdose,5.969756820373667
"Anterior subluxation of unspecified sternoclavicular joint, sequela",5.968700772109888
Sclerotenonitis,5.966832529215353
"Chromosomal alteration, thirteenth pair",5.964532907820151
Poor metabolizer due to cytochrome p450 CYP2C19 variant,5.963092485363931
Pulmonary Complication,5.955692862270224
"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",5.955469497079071
"Driver of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, sequela",5.9404739060348515
"Crushing injury of unspecified right toe(s), sequela",5.937826152127437
closed fracture of anterior third of right eleventh rib,5.935714863845053
"Agglutination detected, in vitro (finding)",5.934537194346121
common migraine without aura with intractable migraine,5.932404165718282
Hereditary angioedema breakthrough attack,5.92974495415661
Verrucous carcinoma,5.928974856053547
"Other recurrent vertebral dislocation, thoracic region",5.918132654292883
mixed small and large cell diffuse lymphoma of central nervous system,5.916902215939727
"Animal-drawn vehicle accident involving collision between animal-drawn vehicle and pedestrian, pedestrian conveyance or pedestrian vehicle, rider of animal injured",5.915086629241643
Postprocedural seroma of a circulatory system organ or structure following cardiac bypass,5.903823883155595
Allergy to trimethaphan,5.901639101411442
Benzoic acid allergy,5.89368728366232
"Periprosthetic fracture around internal prosthetic right hip joint, sequela",5.88460354867988
"Other injury of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",5.8817359770008455
septic synovitis of right wrist,5.875202695758646
mature T-cell lymphoma of orbit,5.873148618242563
"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",5.870957441948437
"Unspecified war operations occurring after cessation of hostilities, civilian, sequela",5.869613897971039
Blood derivative allergy,5.869486925067118
"Idiopathic chronic gout, unspecified ankle and foot, without tophus (tophi)",5.865277673865223
(Gestational oedema &/or non-hypertension excessive weight gain) or (maternal obesity syndrome),5.863247928799284
PDGFRA Exon 14 Mutation,5.861447457592041
metatarsal spur of left foot,5.859039980318385
"Myositis ossificans progressiva, unspecified finger(s)",5.857749518449371
Motor vehicle on road in collision with tram,5.854938917781724
"FEBRILE CONVULSIONS, FAMILIAL, 1 (disorder)",5.85417210477051
Xipamide adverse reaction,5.853666619751503
Postprocedural intra-abdominal sepsis,5.8534997291509
(Functional constipation) or (impacted feces),5.852357686527931
Atrophic actinic keratosis,5.850670502911738
intraductal micropapillary carcinoma in situ of gallbladder,5.848888356032092
"Derailment due to track problem, without antecedent collision, pedal cyclist injured",5.845465629092079
giant cell sarcoma of penis,5.842991234866499
Intentional pethidine overdose,5.8412015810548095
Photoaggravated rosacea,5.840619094794473
Supernumerary deciduous maxillary right central incisor tooth,5.840321139692397
"Other cervical disc disorders, mid-cervical region",5.840293346781001
"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing",5.840293346781001
Punctate keratitis of left eye,5.838498719723457
late effects of nontraumatic intracranial hemorrhage: monoplegia of upper limb affecting dominant side,5.8312250372320324
neoplasm of soft tissue of thumb,5.824016375880495
trabecular adenocarcinoma of urinary tract,5.819392977713199
"Salter-Harris Type III physeal fracture of unspecified calcaneus, initial encounter for open fracture",5.805615624874807
Hepatorenal syndrome following labor and delivery,5.802726278479992
Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in traffic accident,5.796528150469573
"Unspecified keratoconjunctivitis, left eye",5.79521222207125
"Foster-Kennedy syndrome, right eye",5.793520770736594
neoplasm of autonomic nerves of buttocks,5.79189438433292
Cystic fibrosis with meconium ileus,5.788871449819587
Sputum: blood cells present,5.787014829359851
mild involutional melancholia (MDD),5.784578526447919
Allergy to levodopa,5.778867643738497
"Other specified injuries of right foot, initial encounter",5.775513700483427
Pseudobulbar Palsy,5.775218213120425
pulling at both ears,5.762816747489705
cerebrospinal fluid malignant lymphoblasts,5.757665618535515
"Chronic gout due to renal impairment, left hand",5.757361518127562
Viscosity modifier allergy,5.742384855130092
"Legal intervention involving unspecified explosives, bystander injured, subsequent encounter",5.7388278632992735
"pregnancy; hemorrhage, due to trauma",5.737195930359507
"pneumonia; lobar, Hemophilus influenzae",5.730528383947367
late effects of nontraumatic intracranial hemorrhage: speech and language deficit,5.728325042452571
Hyperfunctional dysphonia,5.727154903009907
"Amphetamine or other stimulant use disorder, mild, with amphetamine or other stimulant intoxication, with perceptual disturbances",5.725000593617657
"Displaced fracture of distal phalanx of right little finger, initial encounter for closed fracture",5.723408565030106
Phonological dysgraphia,5.72012150599298
fetal thrombocytopenia as antepartum condition,5.72012150599298
Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,5.72012150599298
Intentional fenoprofen overdose,5.716013688579607
Arteriovenous fistula site erosion,5.713067014433438
"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion",5.707255513285835
"Nontraumatic ischemic infarction of muscle, unspecified forearm",5.703689200423536
"Unspecified fracture of left toe(s), subsequent encounter for fracture with routine healing",5.693573695187451
Other childhood disintegrative disorder,5.69005849035616
"stomach; deformity, acquired",5.681900589118143
"Allergic contact dermatitis, poison oak",5.680567406342723
"Acute serous otitis media, bilateral",5.675366296423181
neoplasm of radial artery of wrist,5.673599442851546
gout of distal interphalangeal joint of middle finger of right hand,5.671115295064782
Alveolar ridge trauma &#x7C; Gingiva &#x7C; Dental,5.670262576580066
Recurrent Malignant Extragonadal Non-Seminomatous Germ Cell Tumor,5.667906783918689
Intramedullary fibrous scar of bone,5.667654506285585
Absence of external ear NOS (& hearing impairment),5.6644608225328446
Thrombocytopenia absent ulnar syndrome,5.662047328335662
Cardiovascular decompression injury,5.661674220560006
"GLAUCOMA 1, OPEN ANGLE, F (disorder)",5.658381236939822
Gentamicin overdose of undetermined intent,5.649177390678376
Sprain of interphalangeal joint of left middle finger,5.642902476312364
Diffuse acute (reversible) ischemia of small intestine,5.638960202730624
Florid adenosis,5.631451929991501
Maternal uniparental disomy of chromosome 21,5.630902138567672
digestive tract; burn,5.621146635378271
Air pressure accident: [high] or [low],5.614258490195795
"Inflammatory polyarthropathy, forearm",5.609527018604256
"c.delivery; tumor, pelvic organs or tissues",5.609111424222493
CORONARY ARTERY CALCIFIED,5.60626717903058
Acoustic shock,5.603546210262377
Fuchs' heterochromic cyclitis of right eye,5.600636979899931
Kabuki make-up syndrome,5.596230102543805
"thrombocytopenia; idiopathic, maternal, with transitory neonatal thrombocytopenia",5.596005388204165
Retinopathy of prematurity stage 4 - subtotal retinal detachment,5.5958064708643995
Military operations involving shrapnel NOS,5.593322773345945
acute glomerulonephritis due to Goodpasture's syndrome,5.591314304497641
closed fracture of right tenth rib,5.588154505060513
"Person on outside of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",5.581328209277004
grade I acid burns of cornea of left eye,5.580056829305364
"c.pregnancy; hypertension, pregnancy-induced",5.573251281072669
"Follicular lymphoma grade IIIb, lymph nodes of multiple sites",5.568179996205923
McPherson Clemens syndrome,5.560538719194963
"Age-related cataract, morgagnian type, bilateral",5.5471479203097385
Locally Advanced Unresectable Breast Carcinoma,5.541041937207953
"respiratory; disorder, maternal, affecting fetus",5.534479250160538
"rupture; vagina, complicating delivery",5.529403810416401
Krause-Kivlin syndrome,5.523322922395277
orbital hemorrhage of right eye,5.522772431273417
"Other myositis, unspecified lower leg",5.5185348670878565
"Pedestrian on sled injured in collision with pedal cycle unspecified, whether traffic or nontraffic accident",5.516378520141523
tuberculosis of right hip,5.5137189595682825
angioimmunoblastic T-cell lymphoma in remission,5.51204141706361
"Leukoedema, exfoliative",5.5091335835528215
Papillary stenosis as diagnosis for the biliary tract,5.4899890332974275
"Rickets, X-Linked Hypophosphatemic",5.485166598717683
"Ectodermal dysplasia, hidrotic type",5.485108982426776
"placenta; infarction, complicating pregnancy",5.485108982426776
Pleocytosis,5.478848246285403
Shoulder Injuries and Disorders,5.476298841609889
Multiple actinic keratoses,5.476078180883499
thrombophlebitis of dorsal surface of femoropopliteal vein,5.475518834965328
Allergy to cascara,5.468326748657656
Adverse reaction to aminophenazone,5.465215087653424
cricoid cartilage; cleft,5.446158507945033
"Sprain of metacarpophalangeal joint of right index finger, initial encounter",5.445464451278495
"Other secondary chronic gout, unspecified knee, without tophus (tophi)",5.44521122592
transitional cell carcinoma in situ of scrotum,5.438202683694615
"Driver of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter",5.43801864116223
Accidental poisoning by drug primarily affecting mucous membrane,5.432864215818291
Peritoneal adenocarcinoma,5.42935765327011
Malignant neoplasm of lower-outer quadrant of left male breast,5.428042564537349
Isoniazid overdose of undetermined intent,5.4263416202883725
"Anterior dislocation of left sternoclavicular joint, sequela",5.407968098853004
"injury due to fires, conflagrations, and hot substances during military operations",5.402959414996271
neoplasm of autonomic nerves of upper extremities,5.379427458428499
Pain or toothache,5.377201893732892
Macular retinal edema due to occlusion of left central retinal vein,5.34732031265923
"Infection of amniotic sac and membranes, unspecified, first trimester, fetus 5",5.336487172599877
septic thrombophlebitis of arm,5.333835374479854
Laceration of other specified muscles and tendons at ankle and foot level,5.321085171316819
Human papillomavirus deoxyribonucleic acid test negative,5.315872598352975
"Obstructed labor due to breech presentation, fetus 3",5.312703101641366
Tuberculosis of thyroid gland,5.312692930292093
Hepatitis flare,5.31268090944719
growth on colored part of left eye,5.31268090944719
"Displaced other extraarticular fracture of unspecified calcaneus, initial encounter for open fracture",5.307796018989678
Thiourea overdose,5.306538994525846
Tuberculosis of adrenal glands,5.294569081069802
"Displaced fracture of greater tuberosity of unspecified humerus, sequela",5.290437839594135
orbital osteomyelitis of right eye,5.277025391273905
Primary non-active dental caries extending into outer half of enamel,5.27329073639448
Stage III Gallbladder Cancer AJCC v7,5.261429043811003
"Idiopathic chronic gout, elbow",5.258864344356169
Sodium fusidate overdose of undetermined intent,5.257442311272923
"MYOPATHY, CONGENITAL, WITH TREMOR",5.25374915331069
"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",5.253428437582185
"regio; glutea, melanoma in situ",5.252432969201547
Vertical Disease Transmission,5.2458887477350435
"Nondisplaced other extraarticular fracture of left calcaneus, subsequent encounter for fracture with routine healing",5.243978505716185
congenital deformity of right ear causing impairment of hearing,5.243978505716185
"Peripheral corneal degeneration, unspecified eye",5.243978505716185
rupture of distal tendon of biceps of left arm,5.239633987751544
withdrawal headache from ergotamines,5.238655359757044
"Displaced fracture of distal phalanx of left little finger, initial encounter for open fracture",5.227658048771608
Absent stomach,5.216608029287922
Quaternary ammonium surfactant adverse reaction,5.2059158285287905
Pallidopontonigral degeneration,5.2047802533757705
"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, subsequent encounter",5.202607811211067
Mefenamic acid overdose,5.202549484358387
"Renal Tubular Acidosis, Distal, Autosomal Recessive, with Late-Onset Sensorineural Hearing Loss",5.201336936120198
neoplasm of celiac artery,5.198250829927053
"Accidental poisoning by gases or fumes on ship, occupant of small unpowered boat injured",5.188592308107565
Diffuse small cleaved cell lymphoma (Nodal marginal zone B-cell lymphoma) refractory,5.188327606546251
Kallmann Syndrome 1,5.187088018488841
septic synovitis of toe of left foot,5.187088018488841
Acute pain due to injury,5.187088018488841
Malignant neoplasm of pyloric antrum in situ,5.187088018488841
"[X]Accidental poisoning by and exposure to amphetamine - occurrence in school, other institution and public administrative area",5.187088018488841
EAR CYSTIC MASS,5.187088018488841
Collision between railway vehicles followed by derailment,5.187088018488841
Temporomandibular ankylosis,5.177861767879641
"Acute (reversible) ischemia of small intestine, extent unspecified",5.173495358542011
"Mental and behavioral disorders due to use of cannabinoids, psychotic disorder",5.172737945131441
contusion with intact skin of left hip,5.171616282190117
prostatic hyperplasia with urinary obstruction,5.167493790914543
Alpha-1-antitrypsin phenotype PiSZ,5.143750061493011
"Pedestrian on foot injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela",5.142972406568596
Bilateral drusen of optic discs,5.137498783697905
neoplasm of peripheral nerves of thigh,5.1373890652436645
"Disseminated chorioretinal inflammation, peripheral right eye",5.119054869773226
"Meningococcal arthritis, lower leg",5.102067327171591
Tendinosis of right knee,5.101962025620094
allergy testing pork induration,5.101550904248021
Joint pain in left hand,5.089834734619833
"Disorder of amniotic fluid and membranes, unspecified, first trimester, fetus 1",5.084918788256835
Risperidone overdose of undetermined intent,5.079475306360903
"Unspecified injury of muscle and tendon of long extensor muscle of toe at ankle and foot level, left foot",5.076868136600668
"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 4",5.06619011562087
Traumatic division of tendon of upper limb,5.061503900425341
"Sprain of unspecified part of right wrist and hand, subsequent encounter",5.060262227786969
"Follicular lymphoma grade III, unspecified",5.047682873250399
Dyspnea raising arms,5.0464991298112025
Akinetic Seizure Disorder,5.040275798501471
Bundle-Branch Block,5.037043545643385
spindle cell melanoma of penis,5.0323733566268425
Pavone Fiumara Rizzo syndrome,5.023631895017915
Stent-graft endoleak type IA,5.019324920486746
"Unspecified injury of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level",5.007294474346385
secondary malignant renovascular hypertension with renal failure,5.006724753135759
Localized pain,4.978395884998403
"hemorrhage; newborn, subependymal, with intraventricular and intracerebral hemorrhage",4.9777345231259185
Littoral cell angioma of the spleen,4.964071361154995
"Mental Retardation, X-Linked 19",4.955417270126016
grade 1 nodular sclerosing Hodgkin's lymphoma of cerebral ventricle,4.94615797774752
"Noncollision motor vehicle traffic accident while alighting from vehicle NOS, rider of animal or occupant of animal-drawn vehicle injured",4.9404330344143155
"Presbycusis, bilateral",4.939565195426732
Corticosteroids overdose,4.9333874010148815
Mental retardation spasticity ectrodactyly,4.928017285655719
Anal intraepithelial neoplasia (AIN III),4.9249021372856525
Chronic lymphocytic leukemia of B-cell type not having achieved remission,4.923764115851659
BACTERIAL SEPSIS ETIOLOGY UNKNOWN,4.920520993175594
Protracted bronchitis caused by bacterium,4.912105801031829
Open rotatory dislocation,4.910736072033772
Mitochondrial cytopathy,4.908014777185965
Melanocytic matricoma,4.90010763924795
"War operations involving combat using blunt or piercing object, civilian",4.890391513195381
"Ankylosis, right foot",4.881809664507979
Primary malignant neoplasm of lacrimal gland duct,4.875481162793531
Adverse reaction to blood or blood product,4.873360856747296
"nephropathy; drug-induced, analgesic",4.860408499129416
Metabolic myopathy,4.857689121903295
Testicular Nasal Type Extranodal NK/T-Cell Lymphoma,4.848026725492794
"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in traffic accident, subsequent encounter",4.842514975414114
defect; cell membrane receptor complex,4.841800123705712
closed oblique fracture of shaft of left tibia with fibula,4.830558779074874
"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",4.826828544034223
"Foreign body granuloma of soft tissue, not elsewhere classified, unspecified thigh",4.825634723452702
Cells of Monocytic Lineage 80 Percent or More of Bone Marrow Leukemic Cells,4.821915368284512
Allergy to surgical tissue adhesive,4.818071839994014
arcuate uterus with baby delivered,4.806159298751396
Bleeding Disorder Due To P2rx1 Defect,4.8016577042224435
Contracture of muscle of right upper arm,4.799507874394054
"Unspecified adhesions of iris, bilateral",4.79834563158749
