Phenotype,Network_score,z-score,P-value
Connexin 26 Gene Anomaly,1.3086034903587371,26.387557383518384,0
Postprocedural seroma of a respiratory system organ or structure following other procedure,1.0461593305114993,24.892018180055985,0
Decreased IQ,1.8905727530889005,24.552291964866523,0
"Displaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion",0.27344451260930036,14.255130543031518,0
Flash pulmonary oedema,2.110953207389072,25.866142047851085,0
Flupenthixol adverse reaction,1.8304843176380945,26.57812641614933,0
FT4 - Free thyroxine level result,2.090938862588683,20.4701577749573,0
"Ghost vessels (corneal), left eye",1.0956806564236943,18.225280966924032,0
growth on both lower eyelids,1.8320949565069287,26.580185088165216,0
growth on lower eyelid of left eye,1.8336647841968725,26.566081427856968,0
gunshot wound of right middle finger,1.6735149737570425,23.809225363436788,0
"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",1.0611168861075502,24.51524878535034,0
"pregnancy; multiple, complicated",2.6215417849402716,27.950880661254565,0
Recurrent Malignant Ovarian Granulosa Cell Tumor,0.6991940744019753,13.338714868328625,0
"Retinopathy of prematurity, stage 1, right eye",2.1904070500793353,25.263792120117255,0
Anemia in end stage renal disease,0.5122974244159056,24.33030118294634,0
anterior corneal pigmentations of left eye,3.1453391443385015,24.871169531992553,0
"Auditory recruitment, right ear",2.4582553992923657,27.25464328337987,0
benign neurilemoma of large intestine,3.521919918609726,26.80144250127997,0
"Bernard-Soulier Syndrome, Type A",4.282223395662081,28.69610722270992,0
BRONCHOGENIC CANCER ADENOCARCINOMA,0.6313975017327058,16.833489776171934,0
Calcific tendinitis of left hand,2.354717258788563,24.10242213560727,0
Calculus core,1.9073077059052121,23.446825671753057,0
Allergy to fludrocortisone,2.4582553992923657,27.25464328337987,0
"Cannabis dependence, episodic",2.8160567210505483,23.69106571438003,0
"Car driver injured in collision with pedal cycle in nontraffic accident, sequela",1.5438312518871735,18.169876848071926,0
"Car driver injured in collision with van in traffic accident, sequela",1.2622488303969628,27.61503146894388,0
Cell count NOS CSF negative,2.227158349655411,26.068909288356764,0
Central Nervous System Ganglioneuroblastoma,1.8507315262159543,27.409005199200884,0
Choanal Atresia,3.5065716474918442,21.75377739762242,0
"Collapsed vertebra, not elsewhere classified, lumbar region, sequela of fracture",1.3547601176256454,14.11194855763511,0
"Complete traumatic amputation of right foot, level unspecified, initial encounter",1.704038017609155,24.1624432693555,0
contusion with intact skin of lateral surface of right forearm,2.5023255185608506,25.294585425504085,0
Carbamate insecticide toxicity,0.823293950563396,17.764288803600003,0
penile lump at base of shaft on top,2.206112883338926,22.599279797906018,0
Allergy to enoxaparin,2.4582553992923657,27.25464328337987,0
"Airgun discharge, undetermined intent, sequela",1.515518083921072,21.798721558240118,0
Secondary osteoarthritis of other joints,0.9288279984803636,19.092261540638425,0
syndrome; Wilson,1.9029370462971624,24.965338592317803,0
Trandolapril adverse reaction,1.8296303895887411,26.577998148349817,0
tuberculoma of spinal cord TB (+) other way (-) bacteriology (-) histology,1.8310469392065976,26.57335942811115,0
Tussive fremitus,1.069090085128166,23.66690995393014,0
UVB burn,1.0712664554220823,24.75421307582934,0
"Vaccine, immunoglobulins and antisera overdose",1.819176316924281,26.729981453287294,0
Vessel puncture site bruise,1.8304843176380945,26.57812641614933,0
Allergy to ancrod,1.1793444046133625,18.987447847071795,0
contusion with intact skin of left second toe,0.6358085871617921,18.27172317402919,0
"Unspecified injury of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela",2.2093466004176494,18.057501529639648,0
Benign tumor of mesothelial tissue,0.6620761884209099,12.758368383375652,0
"Diseases of the digestive system complicating pregnancy, second trimester",3.364745431883296,22.879838286053136,0
Accidental prochlorperazine overdose,2.4582553992923657,27.25464328337987,0
acinar cell cystadenocarcinoma of breast,1.9184539528345501,25.358622819200985,0
Acquired arteriovenous malformation of the skin,1.1793444046133625,18.987447847071795,0
Adenosine to Guanosine Transition Abnormality,3.344715057251964,27.127493255153894,0
Adverse reaction to avomine,1.1793444046133625,18.987447847071795,0
late effects of nontraumatic subarachnoid hemorrhage: monoplegia of lower limb affecting right nondominant side,2.462135999667977,26.207843431967483,0
CRANIAL NERVE PALSY VII FACIAL CENTRAL,1.8147952534675607,20.342972755659815,0
Allergy to temazepam,1.4319501787904017,15.1767700975362,0
Tobramycin overdose,1.066251111488724,21.490643341883317,0
Sequelae of trachoma,1.0447866845920921,20.61434281579085,0
"Severe major depression with psychotic features, mood-congruent",1.5495491742993828,17.909991927663224,0
skin lesion KOH preparation fungi,1.5621915374921846,25.562873835524822,0
spleen; displacement,2.051661065687055,24.20137870270955,0
"Sprain of metacarpophalangeal joint of left thumb, sequela",2.826986633228495,24.129648708530098,0
"Sprain of unspecified part of right wrist and hand, subsequent encounter",5.060262227786969,25.509722611246055,0
sprain (strain); chest,3.210527709828777,22.447712553631828,0
stricture; cardiac,0.9005906309347443,22.700343149822984,0
thick blood smear loa loa,0.25603063126770925,20.396226540629733,0
"Thrombocytosis, Autosomal Dominant",2.1885823491768597,26.00446332025118,0
Thrown from animal-drawn vehicle,2.1256623032635336,25.856812406780666,0
trabecular adenocarcinoma of ureter,1.659990085595794,25.49845399754972,0
"Traumatic rupture of volar plate of right ring finger at metacarpophalangeal and interphalangeal joint, sequela",3.0044930457756864,23.43362058901786,0
Trichobezoar in stomach,3.8211304983755423,23.42115971228021,0
type 2 diabetes mellitus with peripheral neuropathy,3.441880735956983,22.841250587706753,0
"Type III occipital condyle fracture, right side, sequela",3.245342386412322,23.728413814441875,0
Unspecified injury of unspecified blood vessel at ankle and foot level,3.227662954716473,25.133767456798072,0
separation of left shoulder,0.5532933562004982,23.181090691015072,0
Scleritis and episcleritis in diseases classified elsewhere,3.934708179876776,27.30667830832305,0
"rupture; perineum, complicating delivery, also involving vagina",4.076152196556356,24.092033770017025,0
Renal Cell Carcinoma,4.33497488403403,23.04138480007002,0
Pavone Fiumara Rizzo syndrome,5.023631895017915,23.88070995989999,0
"Pedestrian on skateboard injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",1.5621915374921846,25.562873835524822,0
Petit mal status,1.8786947959373486,26.40989554496478,0
phlebitis of the dorsal surface of the femoral vein,1.6303895650507287,23.515616547696755,0
Phyma,2.3071361225606486,24.76129373119627,0
Plant food causing toxic effect,1.812875596453532,21.038556605055295,0
Poor metabolizer due to cytochrome p450 CYP2C19 variant,5.963092485363931,28.091244722407833,0
Postprocedural hematoma and seroma of an endocrine system organ or structure,1.5621915374921846,25.562873835524822,0
"Unspecified pedal cyclist injured in collision with fixed or stationary object in traffic accident, initial encounter",3.5417297138876056,24.241303084160535,0
Postprocedural hemorrhage of a circulatory system organ or structure following a cardiac catheterization,2.4185083246145247,21.35909879306621,0
Predominantly dermal neutrophilic infiltrate,4.2725461626133905,25.464029478541043,0
pre-osseointegration failure of dental implant,4.402017966534724,22.68029192250383,0
Primary non-active dental caries extending into outer half of enamel,5.27329073639448,23.517045737349388,0
prostatic hyperplasia with urinary obstruction,5.167493790914543,25.305284364793383,0
Pruritic scalp dermatosis,2.772354122195312,26.376395014210807,0
Pyroninophilia,3.3404193111164906,27.05103410211917,0
Radial Tunnel Syndrome,2.1528308658136224,21.026494838344814,0
regio frontalis; injury,4.766341465116203,25.765942961294677,0
postprocedural infection of continent urinary stoma,2.9040843273338544,25.57246351662054,0
"War operations involving flamethrower, military personnel, sequela",0.779861212345981,28.82933551583823,0
"War operations involving unarmed hand to hand combat, military personnel, initial encounter",2.7480694123575238,27.06539935970493,0
Winter Harding Hyde syndrome,1.7225549153818855,23.98371775795423,0
goblet cell carcinoid of digestive tract,0.9327912851091152,16.13944317862559,0
Graft ischemia,1.3331258017275236,28.361835303826542,0
Hereditary sensorimotor neuropathy with hyperelastic skin,0.8243730655995624,18.47987613847672,0
HTLV-2 serology test positive,1.7929612835347462,19.589922350942153,0
Injury as a result of positioning,2.405960466781031,24.68308840976573,0
"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 5",2.767888311430291,27.15859187963013,0
MHA-TP negative,2.405960466781031,24.68308840976573,0
"Military operations involving firearms pellets, military personnel, initial encounter",0.9002625053619606,19.14678806333462,0
"Fall from snow-skis, initial encounter",2.5346889344013555,23.344577263426803,0
Native valve endocarditis,2.7696491528815863,24.03583542799687,0
"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",2.405960466781031,24.68308840976573,0
Pancreatogenous diabetes,2.5425558292062465,22.661517688173543,0
postprocedural cardiac insufficiency following surgery,3.1642888896051917,25.16447410533526,0
"Pseudopapilledema of optic disc, bilateral",0.8243730655995624,18.47987613847672,0
Radial deviation of the wrist,0.9262407571419506,16.37113285002723,0
"rupture; fallopian tube, tubal, due to pregnancy",0.873895366923612,18.20608306639322,0
"rupture; pregnant uterus, before labor",4.203799938811185,27.570893369110863,0
"Sprain of metatarsophalangeal joint of right lesser toe(s), subsequent encounter",4.432032787694819,23.493297692611648,0
ocular; myiasis (manifestation),1.677782032312644,26.32330919630244,0
Tocainide adverse reaction,0.8243730655995624,18.47987613847672,0
Endometrioid adenocarcinoma recurrent,2.9208609150900786,25.91575350070796,0
"Dislocation of proximal interphalangeal joint of left ring finger, subsequent encounter",0.9262407571419506,16.37113285002723,0
Delayed perforation of jejunum,1.9792183647745512,24.46126285450591,0
"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway, driver of motor vehicle injured",3.375053134872121,24.38003783836688,0
Red blood cell finding,1.401244808521803,17.8399017744194,0
Bilateral patulous Eustachian tubes,2.756227946791585,21.463882553176177,0
Graft pain,3.8473225671180034,24.37679984915985,0
Pathologic fracture of distal radius and ulna,3.941826811510904,23.061387390110873,0
secondary malignant neoplasm of trigone of bladder,3.3256370142815146,22.84693298487782,0
neoplasm of peripheral nerves of knee,1.6247169049347212,22.45999521132747,0
Dissociative trance,2.811326078391071,25.152063034142575,0
"rupture; ligament, ankle, traumatic",3.194345779975669,24.599202358308023,0
Accidental bismuth compound overdose,0.9262407571419506,16.37113285002723,0
"Addiction, hard drug",0.5514202378837698,21.415881752928115,0
Alcohol abuse,0.9262407571419506,16.37113285002723,0
allergy testing pork induration,5.101550904248021,26.932516608141555,0
Burn of conjuctival sac,0.8243730655995624,18.47987613847672,0
cerebrospinal fluid culture Leptospira icterohaemorrhagiae,1.1718021188019065,17.409277160559423,0
C/O: dry skin,2.728673048126622,24.867533000820544,0
"DIABETES MELLITUS, INSULIN-DEPENDENT, 5",0.9262407571419506,16.37113285002723,0
toxic maculopathy of left eye,0.8145765386437849,17.917923125539893,0
Creatinine urine abnormal,1.9159053619209792,25.431843069372647,0
Cyanosis of skin over lesion,2.1751654863811196,26.047899409899784,0
Cyst of corpus luteum of left ovary,0.34538235540280376,14.958933645672806,0
Sexual abuse complicating pregnancy,1.2458186842893777,15.229874236783932,0
slipped; sacroiliac joint,2.9297277611033525,28.151599724848932,0
Spironolactone and loop diuretic allergy,3.8261193701366225,22.90284260961234,0
Sputum: pus cells present,1.908833319841703,26.464636542467833,0
Stage IVA Nasal Cavity and Paranasal Sinus Squamous Cell Carcinoma AJCC v7,0.5592057491413668,21.105312249369447,0
Stain remover causing toxic effect,0.9052677208330822,25.997733642179345,0
"Strain of intrinsic muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",1.9161058682038923,25.424980074876952,0
Struck by missile,1.3768260977759361,20.740284549541776,0
Subchondral insufficiency fracture of condyle of femur,2.4582553992923657,27.25464328337987,0
"Subluxation of midcarpal joint of left wrist, sequela",1.2458186842893777,15.229874236783932,0
Superficial thrombophlebitis in puerperium,0.6389500094950352,15.840727230182942,0
Telangiectatic osteosarcoma recurrent,1.2489517400993932,19.533797005345058,0
Testicular germ cell tumor mixed incl yolk sac tumor stage I,0.8734593075465555,21.035037385530472,0
Testosterone implant adverse reaction,1.2169812173435983,17.316267219729,0
Tinea corporis due to Trichophyton verrucosum,1.3966965582232298,27.35890785674169,0
Tinea of groin/perianal,2.564847246490102,24.636308848014902,0
Traumatic rupture of left biceps femoris tendon,1.5105562063337605,16.473399715227703,0
secondary malignant neoplasm of ureteric orifice,1.8507315262159543,27.409005199200884,0
Reunion Island Larsen-like syndrome,0.9078374717516747,24.679371545767193,0
retinal scar of right eye,1.305573691088071,12.462895655870598,0
Resistance to infection,1.9354730732656242,22.82142276543903,0
"Partial traumatic amputation of left midfoot, subsequent encounter",2.4753349244816523,27.261212511386635,0
Partial traumatic amputation of right hand at wrist level,1.423174382098048,19.309387468136276,0
"Partial traumatic amputation of unspecified midfoot, sequela",1.8563256108239476,27.421009300089075,0
"Partial traumatic transphalangeal amputation of right little finger, sequela",1.2458186842893777,15.229874236783932,0
Pedestrian on snow-skis injured in collision with heavy transport vehicle or bus in nontraffic accident,2.9678929186485608,20.45600347949663,0
peripheral vision worsens during day,1.736094517816311,23.492406955371962,0
personality; chronic pain,2.504817515667282,26.379330923525075,0
Pica of infancy and childhood,2.4211457842662534,21.420649968460797,0
Trisomy 15,1.1181511491306504,26.369168157065612,0
"Pigmentary glaucoma, bilateral, mild stage",1.8518853799301522,27.413347498687944,0
postprocedural hematoma of spleen,0.3692599688329443,14.1430555714416,0
"Prosthetic and other implants, materials and accessory anesthesiology devices associated with adverse incidents",1.1810861354096986,18.524844443847975,0
Pulmonary microemboli,1.8971256792208302,26.762898717145102,0
Pulmonary valve function,2.3608375080781823,25.32834316387038,0
"Puncture wound with foreign body, unspecified ankle, subsequent encounter",1.2461381617086111,15.233928752610863,0
rachitic; lordosis (manifestation),2.7181306659797135,19.762219006096302,0
Reardon Wilson Cavanagh syndrome,1.212079279043618,21.044181991804827,0
renal calculus; with hydronephrosis and infection,1.2219201059217646,21.65246914132956,0
Pilar-Associated Mesenchyme Neoplasm,2.71959343455082,19.75994394314971,0
tuberculous peritonitis TB in sputum: (+) microscopy,1.2432315998640253,16.918295327220278,0
type III Duane's syndrome of right eye,0.792998666162684,27.827998987309154,0
"Unspecified amblyopia, unspecified eye",1.9159053619209792,25.431843069372647,0
Hereditary hypogammaglobulinemia,0.8606954845784609,14.709643528595327,0
Impaired executive functioning,1.451424917234591,23.194626719632975,0
"Injury of ulnar nerve at wrist and hand level of right arm, initial encounter",3.3873492412303206,27.142949729708842,0
Instillation site hypoesthesia,1.9520323408967657,25.405316992197733,0
lymphoma; large cell (diffuse) Ki-1+,0.8559467032951688,14.69547916873852,0
Monckeberg's arteriosclerosis with intermittent claudication,1.2615762739732725,19.163234561265856,0
Normal Karyotype Intermediate Risk Acute Myeloid Leukemia,0.6177865428830164,14.361769139886174,0
"Other nondisplaced fracture of lower end of left humerus, initial encounter for closed fracture",0.6177865428830164,14.361769139886174,0
growth on colored part of eye,2.1424600614209957,20.76550394828591,0
"Other nondisplaced fracture of lower end of left humerus, subsequent encounter for fracture with malunion",0.8589313025063919,18.517793714416662,0
"Pedestrian on foot injured in collision with pedal cycle in nontraffic accident, initial encounter",1.2679288358569327,19.134254302559306,0
"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",2.832426450430795,23.603233513663728,0
"Idiopathic chronic gout, unspecified hip, without tophus (tophi)",2.3552551769335794,27.990177684807588,0
Hematoma of dialysis access site,1.611601354398778,25.094158816071765,0
Allergy to Vinca alkaloid,1.6113737732117386,25.09654827523363,0
Bilateral cystoid macular edema of eyes due to and following cataract surgery,1.9258245349136074,24.326685391783077,0
"Chronic instability of knee, right knee",1.6113737732117386,25.09654827523363,0
COCAINE ABUSE DAILY,1.6113737732117386,25.09654827523363,0
Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,1.2775722194109262,19.189390690388414,0
Overdose of histamine H2-receptor antagonists,1.4229316469483038,22.545187415967973,0
Graft delamination,2.4254841829613603,26.594100116183647,0
forgetting,2.452351238138206,26.973620352957198,0
"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",1.3997032488169832,26.06018872442743,0
"Unspecified injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela",1.4257039985488225,25.947695867899306,0
"Unspecified subluxation of right little finger, subsequent encounter",2.143936183608331,20.716392757866785,0
Urine microscopy: tyrosine crystals,3.5140068563168496,25.844030924009843,0
"vagina; rupture, nonpuerperal, nontraumatic",2.4582553992923657,27.25464328337987,0
Verrucous Carcinoma of the Mouse Oral Cavity,1.559599954003005,18.958779613279933,0
"War operations involving explosion of guided missile, civilian, subsequent encounter",3.0986790638906103,25.273033483518848,0
"War operations involving flamethrower, civilian, subsequent encounter",3.5484875599674552,26.052451518996733,0
gout of distal interphalangeal joint of index finger of left hand,0.8570290263792772,14.707031333535443,0
allergy testing pistachio nut erythema,2.0733001824397186,27.87254039786958,0
Allergy to phenylephrine,2.814105712686137,24.292852264513282,0
Allergy to sulfadimethoxine,1.910187799629042,20.26553375425892,0
Atypical tic disorder,3.5460000669274034,25.919597900101923,0
brachymetatarsia of first metatarsal of right foot,0.788774741500151,25.084802926114268,0
Chromosome 9 Ring,0.6741285148536512,15.499270740619368,0
Disseminated chorioretinal inflammation of posterior pole,1.162898815402286,22.126964582944325,0
Driver of three-wheeled motor vehicle injured in noncollision transport accident in nontraffic accident,2.913049323700863,22.266635761424922,0
False labor,1.188952123730422,21.146545430897074,0
allergy testing poppy seed induration,2.795546700814135,25.298462354744952,0
Otogenic intracranial abscess,3.8790007874229397,22.442640653678545,0
"Other myositis, right ankle and foot",1.950504420493222,25.33714071821333,0
"Other injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela",1.8507315262159543,27.409005199200884,0
EPSTEIN BARR VIRUS EIA POSITIVE,1.3577011620518038,25.029638690544164,0
"Fall from snow-skis, subsequent encounter",0.811152431791843,24.75338063839807,0
"Fall on same level from pushing by other person, unspecified",0.34538235540280376,14.958933645672806,0
"Filamentary keratitis, unspecified eye",1.3823009498220398,22.776116732527072,0
Formestane overdose of undetermined intent,2.077305915638488,21.589218806174596,0
Fungus identified &#x7C; Aspirate &#x7C; Microbiology,1.1793444046133625,18.987447847071795,0
Gain of Chromosome 22q,1.2458186842893777,15.229874236783932,0
galactosemia in newborn,1.1793444046133625,18.987447847071795,0
entry into host cell,2.7181306659797135,19.762219006096302,0
"Gamma-A-Globulin, Defect in Assembly of",2.5371796750035056,25.929730118806397,0
gastroenteritis due to Campylobacter coli,1.1794853503235287,18.990918019701517,0
genetic pedigree analysis multifactorial,0.8227731779425514,23.148597999925045,0
gums symptoms,2.652867865656194,22.01928857526914,0
Hepatic artery embolism,1.9408885837891403,25.29875148276753,0
Hepatitis D RNA positive,1.4490784782927162,22.566833897047115,0
Histoplasmosis of spinal cord,1.4561089030824548,23.24873021174905,0
"Hodgkin's disease, lymphocytic depletion, diffuse fibrosis of oral cavity",3.570107060050196,27.709620256114583,0
"Hyperchylomicronemia With Hyperprebetalipoproteinemia, Familial",2.7187958326635133,19.763884173538568,0
Gangrene and obstruction co-occurrent and due to left recurrent femoral hernia,0.5118786596144937,24.598644198289954,0
"Implantation cysts of iris, ciliary body or anterior chamber, unspecified eye",1.8509320324988674,27.399184110696005,0
embolism of right renal artery,3.4873174713453152,27.828576327828834,0
disseminated Salmonella gastroenteritis,2.3734987542125316,26.76129554099268,0
"Deafness, vitiligo, achalasia syndrome",3.159356248784411,19.297246299551123,0
deep third degree burns of wrist or hand with loss of palm,1.854727431767577,27.417019951403553,0
Demeclocycline adverse reaction,2.109791144393181,27.7867205497669,0
Dementia with Down syndrome,1.4452005569265873,23.161479975747987,0
Diamidine antiprotozoal adverse reaction,3.180688777106359,26.51273759241122,0
Diffuse mixed small and large cell lymphoma (Angioimmunoblastic T-cell lymphoma) stage I,1.1690269203050194,25.13062388112176,0
diffuse nodular histiocytic (NH) lymphoma of inguinal region and lower limb(s),1.2510407264189836,14.965781451438206,0
"Dislocation of metacarpophalangeal joint of left little finger, subsequent encounter",0.5592057491413668,21.105312249369447,0
"eczema; cement, irritant",3.4959522299706016,23.848812366201955,0
"Dislocation of proximal interphalangeal joint of right middle finger, sequela",2.1751654863811196,26.047899409899784,0
Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism,0.5168854133668774,24.06993016300846,0
Disorders of lacrimal system in diseases classified elsewhere,2.4644112596479153,27.241915206738913,0
displaced dome fracture of left talus,0.6064231791829153,15.209384652376034,0
"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, sequela",0.5919069892881377,24.171972647295178,0
"Displaced fracture of distal phalanx of left lesser toe(s), sequela",1.1793444046133625,18.987447847071795,0
"Displaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with nonunion",0.6386027743378001,14.952735463902542,0
"Displaced fracture of greater tuberosity of right humerus, subsequent encounter for fracture with delayed healing",0.5668755611153456,25.531380714181314,0
"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with malunion",1.4450989768288596,23.159446457193393,0
Dislocation of tarsometatarsal joint of unspecified foot,2.4942603198532978,24.523457339045564,0
"Craniometaphyseal dysplasia, autosomal recessive type",1.6113737732117386,25.09654827523363,0
Infection due to ESBL bacteria,2.140053119397332,27.56260215324638,0
"Injury from machinery on aircraft, without accident to aircraft, occupant of other powered aircraft injured",0.5150138820421766,24.615329809988523,0
"Motor vehicle traffic accident involving pedestrian run over by motor vehicle, driver of motor vehicle injured",1.2458186842893777,15.229874236783932,0
"Neuropathy, Painful",0.5933073846510746,14.813700703296787,0
Non-arthropod-borne viral disease associated with AIDS,1.6331302470458162,25.21820189958398,0
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus,2.4582553992923657,27.25464328337987,0
"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with routine healing",0.8609198082151918,21.985063064448923,0
"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",0.6386027743378001,14.952735463902542,0
Non-metallic foreign body,2.5148693818824377,27.293510598059267,0
"Nonpurulent mastitis associated with pregnancy, second trimester",2.7203665473116008,19.699375753999053,0
"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole, motor cyclist injured",0.8352885511228867,25.188304352460438,0
"Nontraffic accident involving fall from motor vehicle, except off-road motor vehicle, while in motion, not on public highway, pedal cyclist injured",1.9939633351560204,23.173952396936738,0
"Nontraffic accident involving injury by being thrown against part of,or object in,moving motor vehicle, not off-road vehicle, not on highway, rider of animal or animal-drawn vehicle occupant injured",2.320225406497787,24.664395097731365,0
Novel Mutation,1.6587807682771596,27.05413613558364,0
obsolete response to hydrolysate,2.72029657127163,19.768834437650394,0
Open fracture of greater trochanter of right femur,1.133579037486002,18.720732914749146,0
organic central sleep apnea in conditions classified elsewhere,1.4939932574131187,21.91554566414034,0
Osteoarthritis of left glenohumeral joint,1.0643042116666892,20.863654625608152,0
Other and unspecified superficial keratitis without conjunctivitis,2.7181306659797135,19.762219006096302,0
Other displaced fracture of upper end of left humerus,0.9767457893055137,17.813539090723506,0
"Nontraffic accident involving injury by being thrown against part of,or object in, moving motor vehicle, except off-road vehicle, not on highway, passenger on motor cycle injured",1.9000250537967922,26.463145452087343,0
Infection of skin of neck,1.3978224350824668,26.541267899611697,0
Methylene blue test passed,1.1793444046133625,18.987447847071795,0
"maternal obesity complicating pregnancy, first trimester",1.2886986243028875,12.595121909444751,0
Intermittent double-step gait,0.43392369392273966,7.91511092619411,0
Intraepithelial squamous carcinoma of anogenital region,2.040785837403923,19.988457911167956,0
IV catheter-related infection,2.2041307837398016,22.651043021608817,0
Jejunal Stenosis,1.8507315262159543,27.409005199200884,0
Juberg-Marsidi syndrome,1.246269881499899,15.229534047816042,0
"Juvenile arthritis, unspecified, site unspecified",1.2458186842893777,15.229874236783932,0
Keratosis exfoliativa,1.2458542218881177,15.219054341801652,0
Laceration with foreign body of right lesser toe(s) without damage to nail,1.7312513391762359,24.212949996151345,0
"meningococcus; infection, arachnoiditis (chronic) (manifestation)",1.7910026989206609,21.044492991044955,0
late effects of nontraumatic subarachnoid hemorrhage ataxia,2.7557112293691546,26.38390168688436,0
Limb contusion,4.106517140736554,23.480834174175875,0
Linear atrophoderma of Moulin,1.8507315262159543,27.409005199200884,0
Lithuresis,2.904379330465494,23.436265116799753,0
lung transplant failure,2.4743423624038607,24.58681976952137,0
Macro re-entrant atrial tachycardia,0.5593200312621898,21.105943268100166,0
Malignant neoplasm of urachus stage II,2.7181306659797135,19.762219006096302,0
"Maternal care for anti-D [Rh] antibodies, first trimester, not applicable or unspecified",1.7062269694293668,24.138801073040927,0
"Maternal care for compound presentation, fetus 2",2.458605797584617,27.246316357377466,0
LETHAL CONGENITAL CONTRACTURAL SYNDROME 3,1.8218938754412697,20.234601173747468,0
Laceration of deep volar arch of left radial artery,7.0296965945988905,24.188944135175596,0
Diffuse large B-cell lymphoma associated with chronic inflammation,2.14575204605109,22.4994817880638,0
kyphosis associated with other conditions thoracic,3.6917761773970814,22.336596374840433,0
tuberculosis of bursa bacteriology and histology unknown,9.31889348114269,25.23634324396687,0
"tuberculosis of medulla TB (+) histology, (-) bacteriology",7.135572742832008,25.231575067368073,0
"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)",9.190230265435819,24.62362945397683,0
tympanic membrane perforation of left ear,9.256735722159128,24.377523090684242,0
"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",9.975221915090298,23.708197046633597,0
"Unspecified amblyopia, bilateral",9.625130698337511,23.66290088121273,0
"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with delayed healing",9.175423063364907,24.696423989067867,0
"Unspecified injury of flexor muscle, fascia and tendon of other and unspecified finger at wrist and hand level",9.490497657801145,24.73855052666879,0
"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter",9.376818080460767,25.15570030441361,0
"Unspecified injury of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, sequela",7.956080005739077,24.684517143245863,0
"Unspecified injury of other specified muscles, fascia and tendons at wrist and hand level",8.190785268147524,24.041939423204475,0
"Unspecified nondisplaced fracture of surgical neck of right humerus, subsequent encounter for fracture with routine healing",8.671592110880148,24.882424624159633,0
"Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",9.066266089671318,24.973574626553777,0
"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in nontraffic accident, subsequent encounter",9.090895016285671,24.88123978085502,0
"Unspecified occupant of three-wheeled motor vehicle injured in collision with pedal cycle in traffic accident, subsequent encounter",4.842514975414114,22.26516877683981,0
"Unspecified pedal cyclist injured in collision with unspecified motor vehicles in nontraffic accident, sequela",9.257011328244296,24.433914044292536,0
Unspecified thickness burn,8.44458086463961,24.412755795196357,0
Trichomonal cystitis and urethritis,8.60907691796801,25.67289085110629,0
Transscaphoid-capitate-hamate-triquetral-perilunate fracture dislocation,9.136483704927976,24.670521002932222,0
transitional cell carcinoma in situ of scrotum,5.438202683694615,24.858142315450984,0
Transformiminase (biological function),9.070092899892977,24.802491921758037,0
"Subluxation of distal interphalangeal joint of left index finger, initial encounter",9.449183602768267,24.94118776227396,0
subluxation of left scapula,9.162392447134682,24.655937187836095,0
"Subluxation of metacarpal (bone), proximal end of left hand, initial encounter",9.266756828713829,24.39830774182962,0
"Subluxation of proximal interphalangeal joint of unspecified finger, sequela",9.271067292247224,24.37114923835193,0
Supernumerary permanent mandibular right central incisor tooth,9.269719474553016,24.354136111426417,0
Supernumerary permanent mandibular right second molar tooth,9.27878006796727,24.33606251999844,0
Supernumerary permanent mandibular right second premolar tooth,9.268408193741134,24.373745313493842,0
Surgical distal margin uninvolved by malignant neoplasm,7.268764934099251,24.739254239774272,0
